transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,discount_applied,total_amount,payment_method
T06181,2025-02-19 13:02:47,C2855,P007,2,233.2,0.0,466.4,Credit Card
T06182,2025-02-19 17:24:14,C0996,P012,2,323.48,0.0,646.96,Debit Card
T06183,2025-02-19 18:31:31,C4497,P013,1,67.71,0.0,67.71,Credit Card
T06184,2025-02-19 13:01:22,C1970,P011,2,413.83,0.0,827.66,Credit Card
T06185,2025-02-19 20:06:29,C4719,P053,1,22.58,0.0,22.58,Credit Card
T06186,2025-02-19 08:12:35,C0925,P098,1,274.32,0.0,274.32,PayPal
T06187,2025-02-19 08:21:36,C1286,P074,1,57.6,0.0,57.6,Credit Card
T06188,2025-02-19 20:15:50,C0794,P011,1,413.83,0.0,413.83,Debit Card
T06189,2025-02-19 19:08:24,C4865,P007,1,233.2,0.0,233.2,Credit Card
T06190,2025-02-19 13:21:40,C0315,P065,1,10.26,0.0,10.26,Credit Card
T06191,2025-02-19 09:00:09,C2315,P008,1,14.63,0.0,14.63,PayPal
T06192,2025-02-19 10:23:49,C2333,P016,2,54.73,0.0,109.46,Cash
T06193,2025-02-19 15:43:46,C2005,P012,1,323.48,0.0,323.48,Credit Card
T06194,2025-02-20 21:09:37,C3278,P072,5,568.79,0.0,2843.95,Credit Card
T06195,2025-02-20 11:51:11,C4072,P065,1,10.26,0.0,10.26,Debit Card
T06196,2025-02-20 19:22:22,C0590,P014,1,142.42,0.0,142.42,Credit Card
T06197,2025-02-20 16:03:28,C0669,P100,1,275.17,0.0,275.17,Credit Card
T06198,2025-02-20 18:28:56,C1243,P018,1,66.79,0.0,66.79,Credit Card
T06199,2025-02-20 11:01:06,C4942,P054,2,35.53,0.0,71.06,PayPal
T06200,2025-02-20 16:42:47,C4229,P027,1,91.73,0.0,91.73,Credit Card
T06201,2025-02-20 17:46:33,C0397,P074,2,57.6,0.0,115.2,Credit Card
T06202,2025-02-20 19:26:53,C4222,P031,1,25.6,0.0,25.6,Credit Card
T06203,2025-02-20 13:14:42,C4752,P069,1,44.4,0.0,44.4,Credit Card
T06204,2025-02-20 17:34:39,C3086,P019,3,322.14,0.0,966.42,Cash
T06205,2025-02-20 12:19:31,C3421,P084,2,219.9,0.0,439.8,Credit Card
T06206,2025-02-20 11:04:28,C2907,P071,2,405.93,0.0,811.86,Credit Card
T06207,2025-02-20 18:25:10,C1424,P063,1,119.39,0.0,119.39,PayPal
T06208,2025-02-20 20:59:43,C0225,P074,2,57.6,0.0,115.2,Credit Card
T06209,2025-02-20 11:42:05,C0413,P012,4,323.48,0.0,1293.92,PayPal
T06210,2025-02-20 15:44:46,C4468,P063,3,119.39,0.0,358.17,PayPal
T06211,2025-02-20 09:54:26,C2324,P093,1,63.04,0.0,63.04,Debit Card
T06212,2025-02-20 13:19:29,C0019,P030,2,261.77,0.0,523.54,Credit Card
T06213,2025-02-20 20:01:14,C3134,P011,2,413.83,0.0,827.66,Credit Card
T06214,2025-02-20 08:10:39,C2504,P029,2,110.8,0.0,221.6,Credit Card
T06215,2025-02-20 15:40:14,C0497,P081,1,223.24,0.0,223.24,Debit Card
T06216,2025-02-20 12:08:03,C3246,P038,1,338.83,0.0,338.83,Cash
T06217,2025-02-20 18:41:03,C4286,P029,3,110.8,0.0,332.4,Debit Card
T06218,2025-02-20 12:50:52,C4754,P091,1,264.84,0.0,264.84,Credit Card
T06219,2025-02-20 20:20:10,C3941,P096,4,22.83,0.0,91.32,PayPal
T06220,2025-02-20 19:13:44,C0483,P066,2,25.42,0.0,50.84,Credit Card
T06221,2025-02-20 17:35:12,C1890,P020,2,73.97,0.0,147.94,Credit Card
T06222,2025-02-20 18:04:20,C3492,P063,3,119.39,0.0,358.17,Credit Card
T06223,2025-02-20 16:32:43,C3056,P030,1,261.77,0.0,261.77,PayPal
T06224,2025-02-20 14:16:26,C2579,P070,3,347.66,0.0,1042.98,Debit Card
T06225,2025-02-20 08:50:04,C4353,P064,1,11.32,0.0,11.32,Credit Card
T06226,2025-02-20 19:24:24,C4490,P011,2,413.83,0.0,827.66,PayPal
T06227,2025-02-20 19:10:29,C0084,P082,3,25.4,0.0,76.2,Debit Card
T06228,2025-02-20 18:16:29,C1050,P069,1,44.4,0.0,44.4,Credit Card
T06229,2025-02-20 10:10:48,C2342,P002,2,106.0,0.0,212.0,Cash
T06230,2025-02-20 08:46:08,C0781,P079,5,295.86,0.0,1479.3,Credit Card
T06231,2025-02-20 09:00:05,C1794,P012,1,323.48,0.0,323.48,Credit Card
T06232,2025-02-20 09:04:02,C2150,P035,1,203.1,0.0,203.1,Credit Card
T06233,2025-02-20 17:36:39,C1978,P016,2,54.73,0.0,109.46,Credit Card
T06234,2025-02-20 13:10:10,C2872,P065,1,10.26,0.0,10.26,Debit Card
T06235,2025-02-20 18:39:37,C1840,P034,4,226.84,0.0,907.36,Debit Card
T06236,2025-02-20 11:19:25,C2883,P097,3,94.74,0.0,284.22,Credit Card
T06237,2025-02-20 17:34:39,C3978,P067,1,26.06,0.0,26.06,Cash
T06238,2025-02-20 20:41:24,C4514,P090,1,273.3,0.0,273.3,PayPal
T06239,2025-02-20 21:39:24,C3856,P088,1,300.3,0.0,300.3,Cash
T06240,2025-02-20 17:44:56,C1105,P011,2,413.83,0.0,827.66,Credit Card
T06241,2025-02-20 10:26:59,C4281,P004,2,316.5,0.0,633.0,Credit Card
T06242,2025-02-20 11:59:15,C3642,P002,2,106.0,0.0,212.0,Credit Card
T06243,2025-02-20 20:34:20,C4769,P091,1,264.84,0.0,264.84,PayPal
T06244,2025-02-20 16:30:18,C4083,P062,1,126.29,0.0,126.29,Cash
T06245,2025-02-20 19:37:31,C1362,P012,2,323.48,0.0,646.96,PayPal
T06246,2025-02-20 11:13:00,C0094,P098,1,274.32,0.0,274.32,Cash
T06247,2025-02-20 15:18:47,C1785,P061,1,120.66,0.0,120.66,Debit Card
T06248,2025-02-20 20:07:04,C0618,P077,1,256.15,0.0,256.15,Credit Card
T06249,2025-02-20 15:48:05,C2147,P029,2,110.8,0.0,221.6,PayPal
T06250,2025-02-20 10:52:51,C3251,P090,1,273.3,0.0,273.3,PayPal
T06251,2025-02-20 19:10:12,C2223,P013,1,67.71,0.0,67.71,Credit Card
T06252,2025-02-20 16:50:28,C2876,P066,1,25.42,0.0,25.42,PayPal
T06253,2025-02-20 14:19:34,C2854,P057,1,191.35,0.0,191.35,Credit Card
T06254,2025-02-20 17:50:19,C2409,P011,2,413.83,0.0,827.66,Credit Card
T06255,2025-02-20 14:42:40,C2991,P035,1,203.1,0.0,203.1,Cash
T06256,2025-02-20 19:43:05,C1460,P066,1,25.42,0.0,25.42,Credit Card
T06257,2025-02-20 08:55:49,C4961,P051,3,83.85,0.0,251.55,Cash
T06258,2025-02-20 18:40:42,C2151,P072,1,568.79,0.0,568.79,Credit Card
T06259,2025-02-20 10:41:31,C3986,P052,1,29.02,0.0,29.02,PayPal
T06260,2025-02-20 18:22:37,C3930,P070,1,347.66,0.0,347.66,Credit Card
T06261,2025-02-20 16:30:15,C1864,P062,1,126.29,0.0,126.29,Debit Card
T06262,2025-02-20 18:02:15,C1040,P079,3,295.86,0.0,887.58,Debit Card
T06263,2025-02-20 09:50:15,C2500,P091,1,264.84,0.0,264.84,Credit Card
T06264,2025-02-20 11:04:53,C1869,P011,1,413.83,0.0,413.83,PayPal
T06265,2025-02-20 19:22:41,C2356,P012,4,323.48,0.0,1293.92,Credit Card
T06266,2025-02-20 21:18:24,C4649,P012,1,323.48,0.0,323.48,PayPal
T06267,2025-02-20 10:02:07,C2962,P057,1,191.35,0.0,191.35,PayPal
T06268,2025-02-20 17:30:18,C3074,P035,1,203.1,0.0,203.1,Cash
T06269,2025-02-20 14:16:00,C3236,P064,1,11.32,0.0,11.32,Credit Card
T06270,2025-02-20 12:12:58,C0048,P068,1,193.06,0.0,193.06,Credit Card
T06271,2025-02-20 16:42:11,C3762,P012,4,323.48,0.0,1293.92,Cash
T06272,2025-02-20 15:33:23,C2423,P065,3,10.26,0.0,30.78,PayPal
T06273,2025-02-20 17:08:47,C3400,P061,2,120.66,0.0,241.32,Credit Card
T06274,2025-02-20 11:47:24,C1997,P098,1,274.32,0.0,274.32,Credit Card
T06275,2025-02-20 11:23:22,C0012,P015,3,22.07,0.0,66.21,PayPal
T06276,2025-02-20 14:14:24,C2849,P069,3,44.4,0.0,133.2,PayPal
T06277,2025-02-20 20:55:42,C2134,P064,2,11.32,0.0,22.64,PayPal
T06278,2025-02-20 17:09:05,C3309,P082,2,25.4,0.0,50.8,Debit Card
T06279,2025-02-20 11:04:59,C1848,P078,1,338.97,0.0,338.97,Credit Card
T06280,2025-02-20 20:19:00,C2720,P053,2,22.58,0.0,45.16,Debit Card
T06281,2025-02-20 13:56:46,C1281,P034,1,226.84,0.0,226.84,Debit Card
T06282,2025-02-20 14:25:13,C3336,P030,1,261.77,0.0,261.77,PayPal
T06283,2025-02-20 11:11:14,C0883,P071,2,405.93,0.0,811.86,Credit Card
T06284,2025-02-20 08:15:14,C3895,P071,1,405.93,0.0,405.93,Cash
T06285,2025-02-20 15:43:49,C0674,P046,2,13.61,0.0,27.22,Credit Card
T06286,2025-02-20 21:01:54,C1577,P097,1,94.74,0.0,94.74,Debit Card
T06287,2025-02-20 19:23:01,C1347,P011,3,413.83,0.0,1241.49,PayPal
T06288,2025-02-20 09:03:27,C2908,P079,3,295.86,0.0,887.58,Cash
T06289,2025-02-20 16:40:39,C2027,P076,2,38.94,0.0,77.88,Credit Card
T06290,2025-02-20 14:44:55,C2939,P064,1,11.32,0.0,11.32,Credit Card
T06291,2025-02-20 19:43:54,C1045,P051,1,83.85,0.0,83.85,Credit Card
T06292,2025-02-20 20:18:03,C1425,P097,1,94.74,0.0,94.74,Credit Card
T06293,2025-02-20 09:23:44,C2253,P002,2,106.0,0.0,212.0,Credit Card
T06294,2025-02-20 18:23:58,C1943,P030,2,261.77,0.0,523.54,Credit Card
T06295,2025-02-20 14:08:58,C1039,P014,2,142.42,0.0,284.84,PayPal
T06296,2025-02-20 14:28:34,C0198,P065,2,10.26,0.0,20.52,PayPal
T06297,2025-02-20 15:02:00,C3668,P014,2,142.42,0.0,284.84,Cash
T06298,2025-02-20 08:51:45,C0049,P066,1,25.42,0.0,25.42,Credit Card
T06299,2025-02-20 09:42:09,C2604,P001,1,112.89,0.0,112.89,Debit Card
T06300,2025-02-20 18:39:32,C2394,P020,1,73.97,0.0,73.97,Credit Card
T06301,2025-02-20 20:31:37,C4369,P088,4,300.3,0.0,1201.2,Debit Card
T06302,2025-02-20 11:31:07,C3469,P014,2,142.42,0.0,284.84,Credit Card
T06303,2025-02-20 10:52:54,C0104,P095,2,34.67,0.0,69.34,Credit Card
T06304,2025-02-20 08:45:35,C0498,P007,2,233.2,0.0,466.4,Credit Card
T06305,2025-02-20 09:47:51,C3613,P069,1,44.4,0.0,44.4,Credit Card
T06306,2025-02-20 09:10:13,C1144,P074,1,57.6,0.0,57.6,Credit Card
T06307,2025-02-20 09:09:22,C0645,P045,4,400.57,0.0,1602.28,Credit Card
T06308,2025-02-20 15:43:10,C1828,P062,1,126.29,0.0,126.29,Credit Card
T06309,2025-02-21 14:40:55,C4715,P043,2,101.88,0.0,203.76,Credit Card
T06310,2025-02-21 19:26:47,C1941,P057,2,191.35,0.0,382.7,PayPal
T06311,2025-02-21 15:53:36,C3183,P064,1,11.32,0.0,11.32,Credit Card
T06312,2025-02-21 08:01:44,C1346,P052,2,29.02,0.0,58.04,Debit Card
T06313,2025-02-21 17:42:00,C3878,P012,4,323.48,0.0,1293.92,Debit Card
T06314,2025-02-21 21:40:03,C1883,P017,1,24.84,0.0,24.84,Credit Card
T06315,2025-02-21 10:25:49,C4240,P017,3,24.84,0.0,74.52,PayPal
T06316,2025-02-21 14:21:09,C3697,P057,4,191.35,0.0,765.4,PayPal
T06317,2025-02-21 17:38:00,C0563,P021,1,133.8,0.0,133.8,Debit Card
T06318,2025-02-21 08:57:51,C1224,P011,1,413.83,0.0,413.83,Credit Card
T06319,2025-02-21 12:10:33,C1384,P091,1,264.84,0.0,264.84,Debit Card
T06320,2025-02-21 18:09:13,C1517,P006,1,75.19,0.0,75.19,Cash
T06321,2025-02-21 13:59:01,C3833,P003,2,65.81,0.0,131.62,Credit Card
T06322,2025-02-21 14:09:31,C1689,P100,1,275.17,0.0,275.17,PayPal
T06323,2025-02-21 20:49:00,C2754,P012,2,323.48,0.0,646.96,Credit Card
T06324,2025-02-21 19:56:03,C4141,P029,3,110.8,0.0,332.4,PayPal
T06325,2025-02-21 08:45:23,C0373,P019,1,322.14,0.0,322.14,Cash
T06326,2025-02-21 16:21:09,C1483,P059,1,97.38,0.0,97.38,PayPal
T06327,2025-02-21 19:59:25,C4838,P007,3,233.2,0.0,699.6,Credit Card
T06328,2025-02-21 21:11:19,C4405,P085,1,93.1,0.0,93.1,Debit Card
T06329,2025-02-21 09:55:34,C3958,P070,1,347.66,0.0,347.66,Credit Card
T06330,2025-02-21 20:21:37,C1064,P064,1,11.32,0.0,11.32,Credit Card
T06331,2025-02-21 08:27:22,C4151,P017,1,24.84,0.0,24.84,Credit Card
T06332,2025-02-21 14:36:49,C4797,P058,1,654.64,0.0,654.64,PayPal
T06333,2025-02-21 11:22:30,C3190,P012,4,323.48,0.0,1293.92,Debit Card
T06334,2025-02-21 20:13:21,C0486,P092,3,381.53,0.0,1144.59,Credit Card
T06335,2025-02-21 16:07:13,C4777,P096,2,22.83,0.0,45.66,Credit Card
T06336,2025-02-21 12:06:02,C0005,P007,1,233.2,0.0,233.2,PayPal
T06337,2025-02-21 11:22:16,C3540,P082,1,25.4,0.0,25.4,Credit Card
T06338,2025-02-21 16:54:24,C2474,P014,1,142.42,0.0,142.42,Debit Card
T06339,2025-02-21 14:10:31,C2142,P021,2,133.8,0.0,267.6,Credit Card
T06340,2025-02-21 12:00:26,C4366,P072,1,568.79,0.0,568.79,Credit Card
T06341,2025-02-21 19:27:38,C1776,P056,1,110.57,0.0,110.57,Credit Card
T06342,2025-02-21 17:58:08,C0660,P006,4,75.19,0.0,300.76,Credit Card
T06343,2025-02-21 21:02:42,C0971,P056,4,110.57,0.0,442.28,PayPal
T06344,2025-02-21 12:09:50,C1281,P069,2,44.4,0.0,88.8,Credit Card
T06345,2025-02-21 08:45:07,C2179,P071,1,405.93,0.0,405.93,Credit Card
T06346,2025-02-21 14:09:23,C1138,P079,2,295.86,0.0,591.72,Debit Card
T06347,2025-02-21 19:18:52,C0513,P064,1,11.32,0.0,11.32,Credit Card
T06348,2025-02-21 14:08:53,C0814,P076,2,38.94,0.0,77.88,Credit Card
T06349,2025-02-21 10:38:28,C0813,P065,3,10.26,0.0,30.78,Credit Card
T06350,2025-02-21 14:43:02,C4702,P017,1,24.84,0.0,24.84,Credit Card
T06351,2025-02-21 12:05:16,C1749,P062,2,126.29,0.0,252.58,Credit Card
T06352,2025-02-21 08:35:41,C2304,P072,2,568.79,0.0,1137.58,Credit Card
T06353,2025-02-21 14:54:39,C4070,P100,1,275.17,0.0,275.17,Credit Card
T06354,2025-02-21 21:31:42,C2619,P007,1,233.2,0.0,233.2,Debit Card
T06355,2025-02-21 13:12:46,C0765,P090,1,273.3,0.0,273.3,Debit Card
T06356,2025-02-21 14:59:11,C3982,P074,1,57.6,0.0,57.6,PayPal
T06357,2025-02-21 13:29:52,C3422,P021,1,133.8,0.0,133.8,Credit Card
T06358,2025-02-21 17:21:09,C4786,P017,4,24.84,0.0,99.36,Credit Card
T06359,2025-02-21 19:35:27,C1329,P034,2,226.84,0.0,453.68,Credit Card
T06360,2025-02-21 14:23:27,C0800,P024,2,533.86,0.0,1067.72,Credit Card
T06361,2025-02-21 15:19:02,C3161,P052,1,29.02,0.0,29.02,Credit Card
T06362,2025-02-21 14:22:58,C0752,P051,1,83.85,0.0,83.85,PayPal
T06363,2025-02-21 10:32:50,C4028,P030,3,261.77,0.0,785.31,Credit Card
T06364,2025-02-21 21:34:21,C2366,P013,1,67.71,0.0,67.71,Credit Card
T06365,2025-02-21 09:35:36,C4858,P012,1,323.48,0.0,323.48,Credit Card
T06366,2025-02-21 13:25:40,C0868,P099,1,106.2,0.0,106.2,PayPal
T06367,2025-02-21 17:36:49,C3794,P071,2,405.93,0.0,811.86,Credit Card
T06368,2025-02-21 14:41:10,C1189,P016,1,54.73,0.0,54.73,Cash
T06369,2025-02-21 08:07:06,C1763,P056,2,110.57,0.0,221.14,Credit Card
T06370,2025-02-21 21:42:07,C2284,P030,1,261.77,0.0,261.77,Debit Card
T06371,2025-02-21 08:05:45,C1400,P020,1,73.97,0.0,73.97,Debit Card
T06372,2025-02-21 12:15:44,C3737,P088,4,300.3,0.0,1201.2,Credit Card
T06373,2025-02-21 21:33:55,C1782,P074,2,57.6,0.0,115.2,Credit Card
T06374,2025-02-21 17:49:33,C2064,P026,4,158.06,0.0,632.24,Credit Card
T06375,2025-02-21 16:21:02,C2777,P076,4,38.94,0.0,155.76,Debit Card
T06376,2025-02-21 16:17:55,C2987,P082,1,25.4,0.0,25.4,Debit Card
T06377,2025-02-21 11:12:41,C3104,P008,3,14.63,0.0,43.89,Cash
T06378,2025-02-21 09:20:28,C3256,P096,1,22.83,0.0,22.83,Credit Card
T06379,2025-02-21 10:08:39,C2768,P011,4,413.83,0.0,1655.32,Credit Card
T06380,2025-02-21 13:30:44,C2786,P075,3,116.93,0.0,350.79,Cash
T06381,2025-02-21 13:40:45,C2870,P021,1,133.8,0.0,133.8,PayPal
T06382,2025-02-21 09:59:06,C4682,P019,2,322.14,0.0,644.28,Credit Card
T06383,2025-02-21 19:42:50,C0899,P061,3,120.66,0.0,361.98,Debit Card
T06384,2025-02-21 10:46:19,C2889,P019,1,322.14,0.0,322.14,Credit Card
T06385,2025-02-21 20:46:20,C4969,P017,1,24.84,0.0,24.84,Credit Card
T06386,2025-02-21 12:25:32,C4770,P098,3,274.32,0.0,822.96,Credit Card
T06387,2025-02-21 17:47:21,C3920,P064,5,11.32,0.0,56.6,Credit Card
T06388,2025-02-21 18:10:14,C1485,P074,1,57.6,0.0,57.6,Cash
T06389,2025-02-21 20:46:17,C3937,P068,2,193.06,0.0,386.12,PayPal
T06390,2025-02-21 09:28:40,C4945,P003,1,65.81,0.0,65.81,Credit Card
T06391,2025-02-21 08:17:31,C4255,P017,2,24.84,0.0,49.68,Cash
T06392,2025-02-21 17:08:51,C1202,P011,1,413.83,0.0,413.83,Credit Card
T06393,2025-02-21 11:26:25,C2344,P034,2,226.84,0.0,453.68,Debit Card
T06394,2025-02-21 16:20:28,C3392,P030,1,261.77,0.0,261.77,Credit Card
T06395,2025-02-21 11:08:03,C0372,P070,1,347.66,0.0,347.66,Credit Card
T06396,2025-02-21 11:22:41,C4741,P019,1,322.14,0.0,322.14,Credit Card
T06397,2025-02-21 17:15:00,C1722,P010,1,264.25,0.0,264.25,Credit Card
T06398,2025-02-21 10:25:58,C2569,P082,3,25.4,0.0,76.2,Credit Card
T06399,2025-02-21 11:27:39,C3097,P089,4,108.08,0.0,432.32,Credit Card
T06400,2025-02-21 16:48:59,C1101,P092,1,381.53,0.0,381.53,Credit Card
T06401,2025-02-21 10:34:43,C1441,P061,1,120.66,0.0,120.66,PayPal
T06402,2025-02-21 15:20:36,C1763,P091,1,264.84,0.0,264.84,Debit Card
T06403,2025-02-21 18:46:39,C3664,P019,1,322.14,0.0,322.14,Credit Card
T06404,2025-02-21 20:53:05,C4045,P027,1,91.73,0.0,91.73,PayPal
T06405,2025-02-21 14:41:32,C3741,P018,1,66.79,0.0,66.79,Credit Card
T06406,2025-02-21 16:04:55,C4407,P049,1,58.69,0.0,58.69,Credit Card
T06407,2025-02-21 19:57:44,C0097,P092,2,381.53,0.0,763.06,Credit Card
T06408,2025-02-21 13:47:43,C1192,P091,2,264.84,0.0,529.68,Credit Card
T06409,2025-02-21 13:03:31,C3578,P100,2,275.17,0.0,550.34,Debit Card
T06410,2025-02-21 10:33:41,C3059,P035,1,203.1,0.0,203.1,PayPal
T06411,2025-02-21 18:11:35,C4793,P018,1,66.79,0.0,66.79,Credit Card
T06412,2025-02-21 21:31:30,C1554,P023,1,102.13,0.0,102.13,Cash
T06413,2025-02-21 20:48:21,C1436,P066,1,25.42,0.0,25.42,Credit Card
T06414,2025-02-21 18:54:04,C4854,P074,1,57.6,0.0,57.6,Credit Card
T06415,2025-02-21 17:41:25,C3637,P100,1,275.17,0.0,275.17,Debit Card
T06416,2025-02-21 08:18:53,C3253,P011,2,413.83,0.0,827.66,PayPal
T06417,2025-02-21 14:56:43,C2732,P035,2,203.1,0.0,406.2,Credit Card
T06418,2025-02-21 19:01:02,C0901,P011,2,413.83,0.0,827.66,Cash
T06419,2025-02-21 20:35:20,C4099,P030,1,261.77,0.0,261.77,PayPal
T06420,2025-02-21 21:44:38,C2778,P015,2,22.07,0.0,44.14,Credit Card
T06421,2025-02-21 21:37:27,C1857,P045,3,400.57,0.0,1201.71,Credit Card
T06422,2025-02-21 12:44:37,C0995,P043,2,101.88,0.0,203.76,Credit Card
T06423,2025-02-21 21:16:39,C0189,P065,1,10.26,0.0,10.26,Credit Card
T06424,2025-02-21 14:45:34,C4884,P015,4,22.07,0.0,88.28,Credit Card
T06425,2025-02-21 09:56:20,C3288,P064,1,11.32,0.0,11.32,Debit Card
T06426,2025-02-21 16:30:14,C3891,P070,1,347.66,0.0,347.66,Debit Card
T06427,2025-02-21 16:18:50,C3843,P092,1,381.53,0.0,381.53,PayPal
T06428,2025-02-22 20:31:30,C0770,P057,2,191.35,0.0,382.7,Credit Card
T06429,2025-02-22 21:24:18,C4898,P056,4,110.57,0.0,442.28,Credit Card
T06430,2025-02-22 14:18:16,C4452,P017,3,24.84,0.0,74.52,Credit Card
T06431,2025-02-22 18:43:15,C3388,P090,1,273.3,0.0,273.3,PayPal
T06432,2025-02-22 10:52:44,C3251,P071,2,405.93,0.0,811.86,Credit Card
T06433,2025-02-22 17:07:54,C2258,P035,4,203.1,0.0,812.4,Credit Card
T06434,2025-02-22 17:48:44,C3255,P021,3,133.8,0.0,401.4,Credit Card
T06435,2025-02-22 09:24:57,C2719,P078,1,338.97,0.0,338.97,Credit Card
T06436,2025-02-22 18:43:23,C1011,P100,2,275.17,0.0,550.34,PayPal
T06437,2025-02-22 09:50:23,C2647,P002,3,106.0,0.0,318.0,PayPal
T06438,2025-02-22 11:31:33,C3872,P094,3,458.76,0.0,1376.28,Debit Card
T06439,2025-02-22 20:51:37,C0541,P100,1,275.17,0.0,275.17,PayPal
T06440,2025-02-22 21:23:34,C2989,P011,2,413.83,0.0,827.66,Credit Card
T06441,2025-02-22 12:18:07,C4143,P056,2,110.57,0.0,221.14,Credit Card
T06442,2025-02-22 15:05:41,C1493,P066,2,25.42,0.0,50.84,Debit Card
T06443,2025-02-22 18:48:42,C1807,P050,1,319.97,0.0,319.97,Credit Card
T06444,2025-02-22 10:54:12,C3632,P002,1,106.0,0.0,106.0,Credit Card
T06445,2025-02-22 18:23:27,C1572,P094,1,458.76,0.0,458.76,Debit Card
T06446,2025-02-22 10:05:01,C1022,P030,2,261.77,0.0,523.54,Credit Card
T06447,2025-02-22 08:15:56,C0804,P097,1,94.74,0.0,94.74,Credit Card
T06448,2025-02-22 21:26:40,C3304,P011,1,413.83,0.0,413.83,PayPal
T06449,2025-02-22 12:00:17,C1368,P007,1,233.2,0.0,233.2,PayPal
T06450,2025-02-22 18:48:15,C2456,P051,1,83.85,0.0,83.85,Credit Card
T06451,2025-02-22 13:17:13,C4219,P012,2,323.48,0.0,646.96,Credit Card
T06452,2025-02-22 08:25:05,C4234,P090,1,273.3,0.0,273.3,Credit Card
T06453,2025-02-22 18:01:24,C4850,P068,1,193.06,0.0,193.06,Credit Card
T06454,2025-02-22 17:02:57,C3178,P030,1,261.77,0.0,261.77,PayPal
T06455,2025-02-22 20:39:29,C3635,P039,1,228.31,0.0,228.31,Debit Card
T06456,2025-02-22 16:29:41,C4358,P025,2,62.68,0.0,125.36,Credit Card
T06457,2025-02-22 12:21:44,C3680,P049,1,58.69,0.0,58.69,Credit Card
T06458,2025-02-22 19:41:59,C3316,P024,1,533.86,0.0,533.86,PayPal
T06459,2025-02-22 12:29:45,C1224,P040,1,260.65,0.0,260.65,Credit Card
T06460,2025-02-22 13:26:33,C2499,P064,1,11.32,0.0,11.32,PayPal
T06461,2025-02-22 19:56:54,C3996,P020,3,73.97,0.0,221.91,Credit Card
T06462,2025-02-22 13:29:14,C1308,P082,2,25.4,0.0,50.8,Credit Card
T06463,2025-02-22 18:35:57,C0794,P003,1,65.81,0.0,65.81,Credit Card
T06464,2025-02-22 16:42:28,C2500,P064,3,11.32,0.0,33.96,Credit Card
T06465,2025-02-22 14:14:51,C4330,P006,1,75.19,0.0,75.19,PayPal
T06466,2025-02-22 10:28:13,C3927,P065,1,10.26,0.0,10.26,Cash
T06467,2025-02-22 17:23:37,C0674,P012,1,323.48,0.0,323.48,Credit Card
T06468,2025-02-22 09:06:55,C1261,P071,2,405.93,0.0,811.86,Debit Card
T06469,2025-02-22 12:34:27,C4646,P057,2,191.35,0.0,382.7,Credit Card
T06470,2025-02-22 15:49:25,C4403,P095,2,34.67,0.0,69.34,Debit Card
T06471,2025-02-22 18:21:22,C4304,P019,4,322.14,0.0,1288.56,Credit Card
T06472,2025-02-22 17:24:52,C1241,P071,3,405.93,0.0,1217.79,Debit Card
T06473,2025-02-22 19:26:48,C3081,P090,1,273.3,0.0,273.3,Credit Card
T06474,2025-02-22 17:17:55,C2275,P095,1,34.67,0.0,34.67,Debit Card
T06475,2025-02-22 08:01:31,C3412,P011,2,413.83,0.0,827.66,Credit Card
T06476,2025-02-22 12:30:41,C4009,P030,1,261.77,0.0,261.77,Credit Card
T06477,2025-02-22 19:12:47,C1621,P029,1,110.8,0.0,110.8,Credit Card
T06478,2025-02-22 18:28:58,C0231,P011,1,413.83,0.0,413.83,Credit Card
T06479,2025-02-22 10:03:15,C0611,P024,3,533.86,0.0,1601.58,Credit Card
T06480,2025-02-22 17:13:52,C4240,P076,2,38.94,0.0,77.88,PayPal
T06481,2025-02-22 10:36:18,C3533,P079,4,295.86,0.0,1183.44,Credit Card
T06482,2025-02-22 18:48:29,C4666,P076,2,38.94,0.0,77.88,Credit Card
T06483,2025-02-22 14:03:46,C4019,P001,1,112.89,0.0,112.89,Credit Card
T06484,2025-02-22 21:55:35,C1893,P010,1,264.25,0.0,264.25,PayPal
T06485,2025-02-22 21:31:26,C2662,P062,2,126.29,0.0,252.58,Debit Card
T06486,2025-02-22 14:18:33,C2665,P057,3,191.35,0.0,574.05,Credit Card
T06487,2025-02-22 18:18:22,C0493,P012,2,323.48,0.0,646.96,Credit Card
T06488,2025-02-22 21:43:50,C2509,P024,1,533.86,0.0,533.86,Debit Card
T06489,2025-02-22 17:39:55,C0625,P062,2,126.29,0.0,252.58,Cash
T06490,2025-02-22 08:54:07,C1620,P042,4,164.38,0.0,657.52,Credit Card
T06491,2025-02-22 16:55:13,C4808,P090,5,273.3,0.0,1366.5,Credit Card
T06492,2025-02-22 17:53:39,C0979,P053,1,22.58,0.0,22.58,PayPal
T06493,2025-02-22 10:33:00,C1390,P049,1,58.69,0.0,58.69,Credit Card
T06494,2025-02-22 15:22:31,C1011,P076,2,38.94,0.0,77.88,Cash
T06495,2025-02-22 13:59:42,C2872,P026,1,158.06,0.0,158.06,PayPal
T06496,2025-02-22 10:45:21,C4318,P100,1,275.17,0.0,275.17,Credit Card
T06497,2025-02-22 12:26:20,C3867,P065,1,10.26,0.0,10.26,Credit Card
T06498,2025-02-22 20:51:28,C4094,P066,1,25.42,0.0,25.42,Credit Card
T06499,2025-02-22 20:52:36,C0790,P012,1,323.48,0.0,323.48,Credit Card
